mkey,date_collected
47550,(Circa 1956)
47552,(Circa 1956)
47559,(Circa 1956)
47560,(Circa 1956)
47561,(Circa 1935)
47568,(Circa 1956)
47772,1959-07
47773,1959-07
47780,(Circa 1972)
47835,(Circa 1974)
47836,(Circa 1974)
47837,(Circa 1974)
47838,(Circa 1974)
47839,(Circa 1974)
47890,(Circa 1969)
47892,(Circa 1968)
47907,1969-00-00
47908,(Circa 1969)
47913,1969-1970
47914,1969;1970
47915,(Circa 1969)
47916,(Circa 1969)
47917,1969-1970
47918,(Circa 1969)
47943,1974-08
48020,(Circa 1975)
48035,(SUM 1976)
48036,(SUM 1976)
48037,1976 summer
48038,(SUM 1976)
48039,(SUM 1976)
48040,(SUM 1976)
48159,1978-09
48160,1979-05
48170,1895-08
48171,1895-07
48172,1895-08
48301,1948-08
48303,1919-08
48640,1965-06
48643,1965-07
48644,1965-07
48647,(Circa 1939)
48656,(Circa 1965)
48657,(Circa 1965)
48659,(Circa 1967)
48871,1965-07
48872,1965-07
48873,1965-07
48962,1934-10
48972,1971-05
48973,1971-05
49186,1960-10
49372,1948-08
49373,1948-08
49374,1948-08
49375,1948-08
49376,1948-08
49423,1892-07
49424,1892-07
49425,1892-07
49426,1892-07
49427,1894
49429,1892-06
49430,1894
49432,1894-07
49433,1892-06
49434,1892-06
49435,1892-07
49452,(Circa 1900)
49458,1901-05
49460,1917-11
49463,1917-11
49464,1917-11
49466,1917-11
49480,(Circa 1927)
49486,1933
49544,1958-07
49546,(Circa 1953)
49547,1959-06
49595,1959-09
49596,1959-09
49597,1959-09
49598,1959-09
49599,1959-09
49600,1959-09
49601,1959-09
49602,1959-09
49603,1959-09
49604,1959-09
49605,1959-09
49606,1959-09
49607,1959-09
49608,1959-09
49609,1959-09
49610,1959-09
49611,1959-09
49612,1959-09
49613,1959-09
49630,(Circa 1958)
49634,(Circa 1958)
49669,1959-07
49670,1959
50535,1959-09
50802,1961-07
50841,1961-11
50852,(FAL 1963)
50916,1964
50976,1962
50977,1962
50978,1962
50979,1962
50980,1962
50981,1962
50982,1962
50983,1962
50984,1962
50985,1962
50986,1962
51005,1961-06
51022,1965-04
51023,(FAL 1964)
51037,1966-07
51038,1966-07
51039,1966-07
51040,1966-07
51041,1966-07
51042,1966-07
51043,1966-07
51044,1966-07
51045,1966-07
51046,1966-07
51047,1966-07
51048,1966-07
51049,1966-07
51050,1966-07
51051,1966-07
51052,1966-07
51053,1966-07
51054,1966-07
51055,1966-07
51060,1965-05
51224,(Circa 1957)
51225,(Circa 1963)
51226,(Circa 1963)
51228,(Circa 1956)
51230,(Circa 1957)
51232,1960-05
51233,(Circa 1963)
51234,1960-05
51235,1960-05
51236,1958-07
51243,(Circa 1963)
51244,1960-06
51245,(Circa 1956)
51246,(Circa 1963)
51247,1960-05 / Duration: 60 days
51248,1960-06
51249,(Circa 1964)
51251,(Circa 1960)
51290,1968
51506,1967-08
51507,1967-08
51508,1967-08
51509,1967-08
51549,1958 fall
51650,1970-07
51651,1970-07
51652,1970-07
51653,1970-07
51654,1970-07
51655,1970-07
51656,1970-07
51657,1970-07
51658,1970-07
51659,1970-07
51660,1970-07
51661,1970-07
51714,(Circa 1960)
51716,1966-05
51756,1954-08
51765,(Circa 1966)
52432,1972-09
52543,1973-08
52552,1966-06
52646,1973-06
52663,1973-10
52836,1970-06
52897,1973-07;1973-08
52900,1973-07
52935,(Circa 1975)
52936,(Circa 1975)
52937,(Circa 1975)
52938,(Circa 1975)
52939,(Circa 1975)
52940,(Circa 1975)
52941,(Circa 1975)
52942,(Circa 1975)
53041,1974-06
53042,1974-06
53312,1975-07
53313,1975-07
53323,(Circa 1975)
53324,(Circa 1975)
53325,(Circa 1975)
53326,(Circa 1975)
53327,(Circa 1975)
53328,(Circa 1975)
53329,(Circa 1975)
53330,(Circa 1975)
53331,(Circa 1975)
53332,(Circa 1975)
53333,(Circa 1975)
53334,(Circa 1975)
53335,(Circa 1975)
53356,1975-04
53357,1975-04
53358,1975-04
53359,1975-04
53378,1975-04
53379,1975-04
53381,1975-04
53382,1975-04
53383,1975;1976
53385,1966-1970
53519,1976-11
53520,1976-11
53530,(Circa 1976)
53531,(Circa 1976)
53570,(Circa 1977)
53573,1976-11
53580,(Circa 1977)
53587,(Circa 1977)
53588,(Circa 1977)
53589,(Circa 1977)
53590,(Circa 1977)
53591,(Circa 1977)
53592,(Circa 1977)
53593,(Circa 1977)
53594,(Circa 1977)
53595,1974-03
53694,1968
53695,1968
53713,(Circa 1977)
53718,(Circa 1977)
53721,(Circa 1977)
53722,1977-10
54133,1980-02
54134,1980-02
54135,1980-02
54164,1884-08
54165,(Circa 1880)
54166,(Circa 1897)
54168,1878-07
54170,1884-08
54171,1884
54172,1884-08
54174,(Circa 1876)
54175,1877
54180,1897-09
54187,1916-07
54194,1915-07-00 (ca.)
54195,1914-09
54197,1915-10-00 (ca.)
54199,1916-00-00 (ca.)
54201,1916-00-00 (ca.)
54216,1914
54221,1911-07-00
54223,1911-07
54224,1911-07
54239,1930-08
54241,1907-07
54244,(Circa 1903)
54247,1925
54253,1951-07
54254,1951-07
54255,1951-07
54256,1951-07
54259,1925
54260,1925-00-00
54261,1925-00-00
54262,1925-00-00
54289,1952
54290,1952
54291,1952
54292,1952
54293,1952
54294,1952
54296,1925
54326,1956
54327,1956
54328,1956
54329,1956
54330,1956
54344,1948-08
54345,1948-08
54582,1954
54725,1961
54726,1961
54727,1961
54785,1959
54786,1959
54819,1961
54820,1961
54821,1961
54904,1961-08
55108,1961-07
55166,(Circa 1962)
55172,1958-07
55181,1956-07
55200,1956
55201,1956
55219,1950
55311,1961-08
55342,1961
55343,1961
55369,1960-07
55394,1962-07
55395,1962-07
55396,1962-07
55397,1962-07
55399,1962-07
55451,1962-07
55475,1961-08
55479,1961-08
55480,1961-08
55498,(Circa 1961)
55526,1964-08
55537,1964-08
55538,1958-08
55542,1961-08
55548,(Circa 1962)
55563,1954-07
55564,1954-07
55567,1877
55719,1966-07
55721,1956
55786,1964
55797,1956-08
55798,1952-07
55804,(SUM 1960)
55983,1972-08
56005,1974-09
56075,1974
56133,1974-08
56134,1974-08
56135,1974-08
56136,1974-08
56278,1975-07
56331,(SUM 1977)
56332,(SUM 1977)
56333,1976-08
56360,1974-08
56370,1977-07-00
56478,1977-07
58283,1969-08
58284,1969-07
58298,1969-08
58299,1969-08
58300,1969-08
58301,1969-08
58302,1969-08
58303,1969-08
58385,1977-08-00 (ca.)
58418,1884-08
58445,1889-10
58456,1867-08
58459,1871-07
58507,1986-04
58521,1970-07
58522,1970-06
58545,1902-05
58557,1868-06
58558,1869-08
58573,1884-10
58659,1884-10
58735,1970-06
58750,1874-04
58753,1960-09
58761,1893-04
58762,1869
58765,1889-10
58776,1868-06
58803,1882
58816,1980-08
58818,1884-10
58825,1950-12
58827,1861
59357,1985-08
59358,1985-08
59363,1985-08
59364,1985-08
59401,1986-08
59440,1884-08
59446,1879
59447,1882
59451,1871-07
59474,1981-10
59487,1967-05
59501,1986
59502,1986
59503,1986
59504,1986
59505,1986
59506,1986
59507,1986
59508,1986
59509,1986
59510,1986
59511,1986
59512,1986
59513,1986
59742,1986
59744,1981-01
59745,1981-01
59955,1986-07
60056,1861
60141,1968-06
62566,1978
63621,1980-08
63622,1980-08
63623,1980-08
64736,1989-06
64738,1989-06
64739,1989-06
64781,1971-07
64789,1963-09
64851,1969
64867,1885
64906,1885
64916,1965-07
64918,1965-08
64925,1963-09
64926,1963-09
64929,1963-09
64934,1965-07
64935,1965-07
65803,1885
66313,1868
68924,(SUM 1980)
68986,1893-04
68994,1884-10
69001,1869-04
69002,1869-04
69025,1882-10
69074,1884-10
69086,1964-10
69100,1884-10
69113,1885-05
69223,1861
69224,1980-05
69232,1868
69235,1981-08
69308,1884-10
69323,1868
69349,1980-08
69356,1878
69357,1868
69362,1887-10
69367,1861
69369,1978-09
69380,1870-04
69398,1884-04
69420,1861
69434,1861
69443,1976
69470,1980-08
69497,1874-07
69499,1861
69500,1959-09
69505,1868
69523,1981
69787,1884-10
69793,1882-10
69804,1882-07
69819,1887-10
69845,1884-10
70015,1867
70084,1885-05
70165,1972-01
70208,1968-08
70222,1969-11
70490,1983-08
70491,1982-07
70492,1982-07
70494,1967-02
70495,1967-02
70496,1967-02
70504,1986-07
70505,1986-07
70609,(SUM 1980)
71204,1972-08
71205,1972-08
71206,1972-08
71207,1972-08
71208,1972-08
71209,1972-08
71210,1972-08
71211,1972-08
71212,1972-08
71213,1972-08
71214,1972-08
71215,1972-08
71216,1972-08
71217,1972-08
71218,1972-08
71219,1972-08
71220,1972-08
71221,1972-08
71222,1972-08
71223,1972-08
71224,1972-08
71225,1972-08
71226,1972-08
71227,1972-08
71228,1972-08
71229,1972-08
71230,1972-08
71231,1972-08
71232,1972-08
71233,1972-08
71234,1972-08
71235,1972-08
71236,1972-08
71237,1972-08
71238,1972-08
71239,1972-08
71240,1972-08
71241,1972-08
71242,1972-08
71243,1972-08
71244,1972-08
71245,1972-08
71246,1972-08
71247,1972-08
71248,1972-08
71249,1972-08
71250,1972-08
71251,1972-08
71252,1972-08
71253,1972-08
71254,1972-08
71255,1972-08
71256,1972-08
71257,1972-08
71258,1972-08
71259,1972-08
71260,1972-08
71261,1972-08
71262,1972-08
71263,1972-08
71264,1972-08
71265,1972-08
71266,1972-08
71267,1972-08
71268,1972-08
71269,1972-08
71270,1972-08
71271,1972-08
71272,1972-08
71273,1972-08
71274,1972-08
71275,1972-08
71276,1972-08
71277,1972-08
71278,1972-08
71279,1972-08
71280,1972-08
71281,1972-08
71282,1972-08
71283,1972-08
71284,1972-08
71285,1972-08
71286,1973-08
71287,1973-08
71288,1973-08
71289,1973-08
71290,1973-08
71291,1973-08
71292,1973-08
71293,1973-08
71294,1973-08
71295,1973-08
71296,1973-08
71297,1973-08
71298,1973-08
71299,1973-08
71300,1973-08
71301,1973-08
71302,1973-08
71303,1973-08
71304,1973-08
71305,1973-08
71306,1973-08
71307,1973-08
71308,1973-08
71309,1973-08
71310,1973-08
71311,1973-08
71312,1973-08
71313,1973-08
71314,1973-08
71315,1973-08
71316,1973-08
71317,1973-08
71318,1973-08
71319,1973-08
71320,1973-08
71321,1973-08
71322,1973-08
71323,1973-08
71324,1973-08
71325,1973-08
71326,1973-08
71327,1973-08
71328,1973-08
71329,1973-08
71330,1973-08
71331,1973-08
71332,1973-08
71333,1973-08
71334,1973-08
71335,1973-08
71336,1973-08
71337,1973-08
71338,1973-08
71339,1973-08
71340,1973-08
71341,1973-08
71342,1973-08
71343,1973-08
71344,1973-08
71345,1973-08
71346,1973-08
71347,1973-08
71348,1973-08
71349,1973-08
71350,1973-08
71351,1973-08
71352,1973-08
71353,1973-08
71354,1973-08
71355,1973-08
71356,1973-08
71357,1973-08
71358,1973-08
71359,1973-08
71360,1973-08
71361,1973-08
71362,1973-08
71363,1973-08
71364,1973-08
71365,1973-08
71366,1973-08
71367,1973-08
71368,1973-08
71369,1973-08
71370,1973-08
71371,1973-08
71372,1973-08
71373,1973-08
71374,1973-08
71375,1973-08
71376,1973-08
71377,1973-08
71378,1973-08
71379,1973-08
71380,1973-08
71381,1973-08
71382,1973-08
71383,1973-08
71384,1973-08
71385,1973-08
71386,1973-08
71387,1973-08
71388,1973-08
71389,1973-08
71390,1973-08
71391,1973-08
71392,1973-08
71393,1973-08
71394,1973-08
71395,1973-08
71396,1973-08
71397,1973-08
71398,1973-08
71399,1973-08
71400,1973-08
71401,1973-08
71402,1973-08
71403,1973-08
71404,1973-08
71405,1973-08
71406,1973-08
71407,1973-08
71408,1973-08
71409,1973-08
71410,1973-08
71411,1973-08
71412,1973-08
71413,1973-08
71414,1973-08
71415,1973-08
71416,1973-08
71417,1973-08
71418,1973-08
71419,1973-08
71420,1973-08
71421,1973-08
71422,1973-08
71423,1973-08
71424,1973-08
71425,1973-08
71426,1988-08
71472,1972-08
71913,1882
71916,1987
71917,1981-06
71918,1981-06
72338,1901
72344,1974-08
72349,1965-08
72353,1970-07 - 1970-08
72354,1975-08
72356,1971-07
72357,1970-07 - 1970-08
72365,1971-07
72369,(SUM 1969)
72372,1971-07
72376,1971-07
72379,1971-07
72382,1974-08
72383,1971-07
72385,1969-07
72386,1979-07
72395,1965-07
72406,1971-07
72407,1970-07
72413,1970-07
72416,(Circa 1982)
72423,1969-07
72432,1970-07
72436,1970-07
72440,1971-07
72457,1971-07
72465,1970-07
72500,1965-07
72514,1965-06
72532,1974-08
72546,1971-07
72552,1969-07
72563,1869
72565,1976-08
72567,1980-07
72569,1971-07
72570,1979-07
72573,1964-09
72576,1970-07
72578,1965-07
72579,1970-07
72593,1971-07
73665,1980-07
73743,1965-08
73756,1887
73757,1901
73769,1923-06
73868,1901
73891,(SUM 1923)
73936,1967-05
73937,1967-07
73943,1953-07
73949,(SUM 1932)
73954,1965-06
73955,1965-06
73956,1965-06
73958,1965-06
73959,1965-06
73960,1965-06
73961,1965-06
73962,1965-06
73968,(SUM 1923)
73970,1965-10
73979,1901
73980,(SUM 1923)
74009,(SPR 1964)
74010,(SPR 1964)
74011,1964-05
74016,1965-07
74017,1965-07
74019,1965-09
74020,1965-10
74022,1966-06
74037,1966-08
74046,(SUM 1923)
74056,1963-08
74057,(FAL 1923)
74058,1963-08
74059,1964
74068,1923-09
74080,1967-05
74081,1967-06
74082,1967-07
74090,1901
74102,(SUM 1923)
74179,1923-07
74235,1923-09
74290,1923-09
74335,1923-06
74346,(SUM 1923)
74379,1923
74380,1966-07
74412,(SUM 1923)
74423,1902-01
74424,1923-08
74453,1966-06
74457,(SPR 1910)
74587,1965-10
74596,(SPR 1967)
74645,1903-06
74745,1924
74756,1904
74757,1924
74772,(SUM 1960)
74773,(SUM 1960)
74774,(SUM 1960)
74776,(SUM 1960)
74778,(SUM 1960)
74779,1924
74780,(SPR 1961)
74848,1966-09
74867,1887-05
74868,1905-07
74980,1906-09
75003,1924
75091,1907
75092,1924
75158,1924-09
75169,(SUM 1924)
75180,1924-06
75191,1924-07
75203,1924-07
75214,1924-06
75337,(SUM 1924)
75348,1924-09
75381,1924-07
75392,1924-07
75414,1922-10
75592,1924-08
75658,1968-07
75664,(FAL 1968)
75670,1910-08
75784,1969-05
75869,1907
75905,1969-06
75906,1969-06
75907,1969-06
75908,1969-06
75909,1969-06
75910,1969-06
75911,1969-06
75980,1887
75981,1907
76037,(SUM 1925)
76048,(SUM 1925)
76059,(SUM 1925)
76092,1907
76147,1967-08
76149,1969-09
76165,1969
76172,1969-06
76289,1965-12
76290,1965-12
76356,1963-07
76357,1963-07
76358,1963-07
76378,1963-09
76384,1964-06
76385,1964-06
76387,(SUM 1964)
76388,(SUM 1964)
76389,1965-08
76391,(SUM 1967)
76393,1964-08
76428,1925-09
76539,(SUM 1919)
76561,1925-07
76623,1957-07
76630,1950-04
76632,1957-07
76634,1957-01
76635,1957-01
76636,1967-02
76638,1925-07
76650,1925
76651,1957-01
76653,1957-07
76657,1954-06
76658,1954-06
76660,1956-12
76661,1925
76662,1957-07
76672,1925
76679,1956-09
76680,1956-09
76681,1951-01
76683,1925
76688,1957-01
76694,1925
76700,1957-01
76701,1957-07
76705,1924
76706,1950-12
76708,1955-07
76709,1957-02
76710,1957-07
76712,1956-10
76714,1957-02
76716,1925
76719,1969-07
76725,1959-08
76727,1925
76728,1956-11
76732,1952-09
76736,1958-07
76737,1959-08
76738,1925
76742,1958-07
76745,1956-09
76746,1959-08
76749,1925
76772,1925
76774,1966-07
76783,1925
76794,1925-11
76795,1966-07
76805,1925-10
76809,1967
76811,1967-06
76816,1925-11
76821,1967-08
76827,1925
76838,1925
76845,1967-12
76849,1925
76860,1925
76871,1909-05
76872,1925
76874,1969-05
76883,1925
76893,1969-06
76894,1925
76895,1969-06
76899,1970-06
76900,1969-06
76905,1925
76917,1967-08
76959,1967-07
76964,1967-07
76982,1909-05
77023,1968-07
77029,(SUM 1969)
77059,1971-04
77082,(SUM 1926)
77093,1887-04
77094,1909-05
77128,1926-08
77205,1909-05
77316,1909-05
77361,1925-08
77372,1926
77383,(SUM 1926)
77427,1909-05
77466,1971-05
77471,1971-09
77473,1971
77550,(SPR 1926)
77586,1971-08
77598,(SUM 1969)
77605,(SUM 1926)
77611,(SPR 1970)
77616,1926
77617,1971-04
77661,1926
77672,1926
77683,1926
77694,1926-07
77705,1926-07
77716,1926-07
77727,1926-07
77884,1971-05
77957,1968-06-31
77965,1971-10
77968,1969-10
77971,1926-10
77998,1971-05
78000,1970-09
78001,1971-04
78003,1969-06
78016,(SUM 1927)
78039,1969
78040,1969
78050,(SUM 1971)
78054,1966
78056,(SUM 1971)
78085,1964-05
78087,1965-07
78088,1965-07
78118,1969
78155,1968-03
78157,1968-07
78162,(SUM 1965)
78163,(SUM 1965)
78164,(SUM 1965)
78165,(SUM 1965)
78204,1889
78261,1927-07
78272,(SUM 1927)
78278,1970-06
78283,(SUM 1927)
78290,1927-04
78291,1927-04
78292,1927-04
78308,1962-08
78309,1962-09
78310,1962-09
78322,1970
78339,1927-07
78411,1968-01
78417,1968-02
78437,(1970-1971)
78440,(1970-1971)
78441,(1970-1971)
78442,(1970-1971)
78443,(1970-1971)
78444,(1970-1971)
78446,1971-09
78460,1971-08
78483,1925
78526,1966-07
78529,1966
78609,1971-08
78838,(SUM 1927)
78849,(SUM 1927)
78916,1927
79026,1971-09
79028,1971-09
79029,1971
79030,1971
79049,1928-05
79120,1970-06
79124,1971-09
79131,1971-10
79161,1972-07
79168,1970-08
79189,1972-08
79190,1972-04
79193,1928-08
79198,1972-07
79199,1972-07
79200,1972-07
79201,1972-07
79202,1972-07
79203,1972-07
79205,1928-07
79228,(SUM 1964)
79229,(SUM 1964)
79249,1928-09
79265,1950-04
79266,(SPR 1972)
79267,(SPR 1972)
79268,(SPR 1972)
79336,1972-07
79348,1971-06
79352,1972-05
79353,1972-06
79394,1928-08
79428,1928-08
79450,1928-04
79494,1929-09
79502,(SUM 1970)
79513,1971-05
79516,1929-08
79528,1929-08
79540,1929-08
79552,1929-08
79563,1929-08
79580,1971-09
79591,1971
79592,1971
79593,1971
79594,1971
79597,(SPR 1972)
79598,(SPR 1972)
79599,(SPR 1972)
79607,1929
79622,1972-08
79651,1905-07
79670,1972-08
79720,1971-06
79723,1967-03
79724,1967-03
79725,1967-03
79726,1972-06
79737,1969
79760,1972-10
79774,1929
79781,1890
79782,1890
79783,1890
79784,1890
79786,1890
79787,1890
79788,1890
79789,1890
79790,1890
79791,1890
79792,1900
79793,1900
79794,1900
79819,1965 summer
79874,1929-10
79885,1929
79973,1929-07
80001,1971-06
80210,1890
80211,1890
80212,1890
80214,1890
80215,1890
80216,1890
80217,1890
80218,1890
80219,1890
80220,1890
80221,1890
80222,1890
80224,1927
80240,1974-06
80242,1974-06
80243,1974-06
80255,1974-07
80257,1974-07
80271,1929
80288,1973-06
80393,1889-04
80394,1909-05
80399,(SPR 1972)
80400,1972-06
80632,1973-07
80633,1973-07
80634,1973-07
80635,1973-07
80679,1972-06
80680,1972-06
80681,1972-06
80682,1972-06
80694,1929
80705,1930
80845,1962-08
80863,1968-09
80865,(SUM 1964)
80866,(SUM 1964)
80886,1973-05
80887,1973-05
80888,1973-05
80889,1973-05
80890,1973-05
80891,1973-05
80901,1972
80915,1972-05
80938,1931
80939,1967-06
80950,1931
80994,1931-10
81016,1931-10
81026,1971-08
81103,1972-09
81441,1974-08
81484,(SUM 1966)
81486,(SUM 1966)
81504,1889
81839,1930-04
81883,1931-05
81894,1931-05
81950,1932-10
81981,1975
81984,1975-09
81985,1975-09
81986,1975-09
81987,1975-09
81988,1975-09
81989,1975-09
81990,1975-09
81991,1975-09
81992,1975-09
81993,1975-09
81995,1975-09
81996,1975-09
81997,1975-09
81998,1975-09
82021,(SPR 1973)
82025,1975-06
82026,1975-06
82042,(FAL 1975)
82075,1975
82079,(1967-1970)
82080,(1967-1970)
82112,(SUM 1976)
82116,1932-06
82127,1932-06
82135,1976-04
82147,1974-04
82174,1973-04
82181,1975-04
82212,1968-08
82213,1969
82214,1969
82222,1971-10
82292,1975-06
82312,1976-07
82313,1976-07
82314,1976-07
82334,1976-07
82335,1976-05
82376,1976-04
82383,1974-03
82385,(SUM 1977)
82386,(SUM 1977)
82387,(SUM 1977)
82394,1933-01
82405,1933-01
82414,1973
82482,1933
82489,(1966-1967)
82493,1933-09
82558,1972-08
82571,1933
82615,1889-04
82616,1905-10
82726,1978-05
82761,1934
82894,1934-10
82895,(SUM 1978)
82896,(SUM 1978)
82897,(SUM 1978)
82905,1934-10
82916,1934-10
82932,1972-04
82933,1971-04
82934,(FAL 1971)
82949,1907
82982,1974
82985,(?1976)
82994,1934
83027,1935-09
83060,1907
83072,1935-08
83138,1935
83160,1935-05
83271,1935
83305,1934
83327,1935-07
83391,1976-10
83438,1936
83554,(SUM 1976)
83653,1975
83655,1973-05
83656,1974
83657,1974
83658,1974
83659,1974
83660,1974
83661,1975-06
83662,1976-04
83731,1889-04
83732,1913
83777,1935-08
83841,1958-07
83852,1962-06
83853,1962-07
83885,1963-07
83886,1958-07
83910,1937-08
83949,1964-08
83950,1964-08
83951,1964-08
83952,1964-08
83954,1890-09
83956,1964
83965,1965-07
83967,1966
83968,1978-05
83969,1978-05
83974,1978
83981,1979-04-31
83999,1937-06
84010,1937-06
84065,1894
84072,(SPR 1978)
84087,1972-06
84108,1979 Summer
84115,1979
84116,1979
84136,1979-09
84178,1979
84180,1979-08
84192,1979
84197,1979
84199,1978
84200,1978
84201,1978
84202,1978
84203,1978
84204,1978
84205,1978
84206,1978
84251,(SUM 1978)
84252,(SUM 1978)
84254,(SUM 1978)
84286,1905
84397,1905
84553,1938
84597,1938
84619,1912-11-
84730,1891
84796,(FAL 1934)
84807,(FAL 1934)
84840,1885
84841,1889-04
85249,1934
85260,1940-08
85271,1940-08
85282,1940-08
85326,1941
85348,1935
85425,1938
85436,1938
85447,1934
85483,1979
85484,1979-08
85492,1978-08
85521,1979-08
85522,1979-08
85524,1979-08
85525,1979-08
85526,1979-08
85527,1979-08
85530,1980-08
85556,1943
85578,1943
85600,1943-08
85678,1980-08
85715,1980-08
85734,1945
85745,1945
85751,1979-05
85756,1945
85763,1976-07
85789,1945-07
85800,1945-07
85811,1945-07
85822,1945-07
85943,1889
86065,1946-08
86120,1944-08
86516,1946-08
86593,(SUM 1949)
86615,(SUM 1949)
86703,1949-07
86717,1977-05
86723,1977-05
86728,1977-05
86731,1977-04
86735,1977-05
86768,1977-07
86772,1977-05
86773,1977-05
86775,1977-07
86780,1950
86785,1977-06
86802,1950-06
86837,1978
86882,1979-05
86898,1977-06
86899,1980-07
86918,1979
86925,1978-08
86972,1979-10
87002,1980-12
87003,1981-04
87077,1980 fall
87264,1951
87275,1951
87286,1951
87297,1951
87319,1952-07
87780,1980-07
87791,1979-09
87794,1982
87795,1982
87796,1982
88144,1891-06
88167,1952-12
88178,1952-12
88200,1952-11
88211,1953-01
88222,1928-08
88233,1934-08
88288,1952-07
89133,1971-08
89511,1971
89567,1973
89652,1973
89684,1972
89876,1982-06
90039,1972
90041,1973
90042,1973
90326,1983
90327,1980-04
90337,1982
90399,1952-10
90402,1953-06
90408,1953-07
90424,1953-07
90447,1892-10
90463,1953-08
90514,1953-09
90547,1953-10
90564,1866-08
90664,1893-05
90778,1935
90790,1893
90839,1950
90840,1951-10
90841,1953-06
90858,1954-03
90878,1986-09
90879,1986-09
90885,1986-07
90981,1885-08
90982,1893-05
91116,1953-04
91117,1953-04
91118,1953-04
91119,1953-08
91122,1954-09
91123,1954-09
91124,1954-09
91125,1954-08
91134,1954-10
91136,1954
91137,1954
91138,1954
91139,1954
91140,1954
91141,1954
91142,1954
91143,1955
91144,1955
91145,1955
91146,1955
91147,(1951-1952)
91148,(1951-1952)
91149,(1951-1952)
91150,(1951-1952)
91151,(1951-1952)
91152,(1951-1952)
91153,(1951-1952)
91154,(1951-1952)
91155,(1951-1952)
91217,1890
91218,1890
91219,1890
91224,1956-01
91314,1893-07
91328,1956-07
91511,1957-04
91616,1893-07
91617,1893-07
91618,1894
91719,1894-06
91959,1958-06
91960,1958-06
92237,1959-07
92239,1959-08
92273,(SPR 1958)
92274,(SPR 1958)
92283,(SPR 1958)
92284,1959-07
92299,1959-06
92324,1925
92337,1924
92338,1924
92339,1924
92340,1924
92341,1924
92342,1924
92343,1924
92357,1928
92363,1928
92403,1958
92405,(FAL 1959)
92417,(SPR 1960)
92428,1895-07
92529,1895-07
92986,1959
92987,1959
92988,1959
92993,1959-08
92994,1959-08
92995,1959-08
92996,1959-08
92997,1959-08
92998,1959-08
92999,1959-08
93000,1959-08
93001,1959-08
93002,1959-08
93003,1959-08
93004,1959-08
93005,1959-08
93036,1896
93043,1960-07
93054,1960-07
93116,1960-08
93121,1960-08
93122,1960-08
93139,1960-06
93144,1960-07
93148,1960-07
93155,(SUM 1960)
93156,(SUM 1960)
93208,1960-03
93209,1960
93210,1960-03
93217,1961-02
93218,1961-02
93221,1960-02
93222,1961-02
93228,1961-03
93229,1961-03
93239,1960-07
93411,1960-09
93478,1961-06
93479,1961-05
93670,1961-07
93745,(FAL 1958)
93749,1913-06
93796,1950-08
93797,1950-08
93798,1950-08
93799,1946-08
93803,1957-08
93815,1896
93825,1961-03
93885,1954
93902,1950-05
93924,1961-08
93926,1896
94002,1960-08
94003,1959-07
94037,1898
94039,1961-08
94047,1961-08
94056,1961-08
94066,1961-09
94097,1956-06
94103,1961-09
94139,1959
94260,1899-04
94316,1914
94327,1914-09
94338,1914-09
94372,1915-05
94383,1915-07
94395,1915-07
