id_number,label_name,taxon_link,ident,id_date,type_status,higher_taxa,count,sex,coll_num,collector,place_collected,date_collected,spec_nature,description,acq_number,site_desc,altitude,lat,long,site_notes,home_loc
CAN 482528,Stellaria calycantha,Stellaria calycantha,,"",,Plantae; Magnoliophyta; Magnoliopsida; Caryophyllidae; Caryophyllales; Caryophyllaceae; Stellaria,1,,1873,"Porsild, R.Thorbjorn","North America: Canada, Yukon Territory",1969-06-21,dry,,"",Twin Lakes,"",61.7,-135.933333,,Natural Heritage Building/ Herbarium
CAN 482529,Carex gynocrates,Carex gynocrates,,"",,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Cyperales; Cyperaceae; Carex,4,,1874,"Porsild, R.Thorbjorn","North America: Canada, Yukon Territory",1969-06-21,,,"",Twin Lakes,"",61.7,-135.933333,Marly lake shore.,
CAN 482530,Carex gynocrates,Carex gynocrates,,"",,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Cyperales; Cyperaceae; Carex,4,,1875,"Porsild, R.Thorbjorn","North America: Canada, Yukon Territory",1969-06-04,,,"",Twin Lakes,"",61.7,-135.933333,In Sphagnum bog.,
CAN 482531,Juncus albescens,Juncus triglumis var. albescens,,"",,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Juncales; Juncaceae; Juncus; Juncus triglumis,3,,1876,"Porsild, R.Thorbjorn","North America: Canada, Yukon Territory",1969-06-21,,,"",Twin Lakes,"",61.7,-135.933333,Marly lakeshore.,
CAN 482532,Kobresia simpliciuscula,Kobresia simpliciuscula,,"",,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Cyperales; Cyperaceae; Kobresia,2,,1877,"Porsild, R.Thorbjorn","North America: Canada, Yukon Territory",1969-06-21,,,"",Twin Lakes,"",61.7,-135.933333,Marly lake shore.,
CAN 482533,Scirpus rollandii,Trichophorum pumilum,,"",,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Cyperales; Cyperaceae; Trichophorum,4,,1878,"Porsild, R.Thorbjorn","North America: Canada, Yukon Territory, Twin Lakes (YK)",1969-06-21,dry,,"",,"",61.7,-135.933333,Marly lake shore.,Natural Heritage Building/ Herbarium
CAN 477900,Pedicularis labradorica,Pedicularis labradorica,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Scrophulariales; Orobanchaceae; Pedicularis,1,,56,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-04,,,"",Ogilvie Mountains  Blackfly,820 m,65.866667,-140.433333,"N-facing grassy slope along creek, late snow melt, shaded, damp.",
CAN 477901,Arctostaphylos alpina,Arctous alpina,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Ericales; Ericaceae; Arctous,1,,57,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-04,,,"",Ogilvie Mountains  Blackfly,840 m,65.866667,-140.433333,"Gentle SSE-slope with Vaccinium and dwarf birch, also on gentle, stable, shale slope.",
CAN 477902,Gentiana algida,Gentiana algida,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Gentianales; Gentianaceae; Gentiana,1,,59,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-05,,,"",Ogilvie Mountains  Blackfly,1100 m,65.85,-140.383333,"Very steep NE-facing slope, rocky but stable, moss, Dryas, grasses and sedges - well vegetated alpine tundra.",
CAN 477903,Oxytropis nigrescens var. lonchopoda,Oxytropis nigrescens var. lonchopoda,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Fabales; Fabaceae; Oxytropis; Oxytropis nigrescens,1,,60,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-05,,,"",Ogilvie Mountains  Blackfly,1100 m,65.85,-140.383333,"Very steep NE-facing slope, rocky but stable, moss, Dryas, grasses and sedges - well vegetated alpine tundra.",
CAN 477904,Moneses uniflora,Moneses uniflora,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Ericales; Pyrolaceae; Moneses,1,,61,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-11,,,"",Ogilvie Mountains  Grubhoe,1220 m,65.5,-140.016667,"Mature white spruce, willow shrub, hummocky moss, equisetum, damp, shaded.",
CAN 477905,Anemone drummondii,Anemone drummondii,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Magnoliidae; Ranunculales; Ranunculaceae; Anemone,1,,62,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-12,,,"",Ogilvie Mountains  Grubhoe,910 m,65.5,-140.0,"Dry, stony, SW-facing bank of river valley. Unglaciated? (terminal moraine with lake other side of river).",
CAN 477906,Arctostaphylos rubra,Arctous rubra,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Ericales; Ericaceae; Arctous,1,,63,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-12,,,"",Ogilvie Mountains  Grubhoe,910 m,65.5,-140.0,"Wide valley with scattered stands of white spruce, dense cover of dwarf birch, lichen.",
CAN 477907,Orthilia secunda subsp. secunda,xxOrthilia secunda subsp. secunda,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Ericales; Pyrolaceae; Orthilia; Orthilia secunda,1,,64,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-15,,,"",Ogilvie Mountains  South Tatonduk valley,760 m,64.933333,-139.916667,"Mature white spruce, sparse willow shrub, Lupinas, moss, damp, shaded.",
CAN 477908,Moneses uniflora,Moneses uniflora,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Ericales; Pyrolaceae; Moneses,1,,65,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-15,,,"",Ogilvie Mountains  South Tatonduk valley,760 m,64.933333,-139.916667,"Mature white spruce, sparse willow shrub, Lupinus, moss, damp, shaded.",
CAN 477909,Lomatogonium rotatum,Lomatogonium rotatum,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Gentianales; Gentianaceae; Lomatogonium,1,,66,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-17,,,"",Ogilvie Mountains  South Tatonduk valley,760 m,64.933333,-139.916667,"River flats subject to aufeis, Dryas, Hedysarum, moderately grazed by sheep (near sheep lick), bear diggings very numerous.",
CAN 477910,Gentiana prostrata,Gentiana prostrata,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Gentianales; Gentianaceae; Gentiana,1,,67,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-17,,,"",Ogilvie Mountains  South Tatonduk valley,760 m,64.933333,-139.916667,"River flats subject to aufeis, Dryas, Hedysarum, moderately grazed by sheep (near sheep lick), bear diggings numerous.",
CAN 477911,Pedicularis verticillata,Pedicularis verticillata,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Scrophulariales; Orobanchaceae; Pedicularis,1,,68,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-17,,,"",Ogilvie Mountains  South Tatonduk valley,760 m,64.933333,-139.916667,"River flats subject to aufeis, Dryas, Hedysarum, moderately grazed by sheep (near sheep lick) bear diggings extensive.",
CAN 477912,Lomatogonium rotatum,Lomatogonium rotatum,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Gentianales; Gentianaceae; Lomatogonium,1,,70,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-19,,,"",Ogilvie Mountains  South Tatonduk valley,760 m,64.933333,-139.916667,"Stony flood channels throgh river flats, willow shrubs, grass, equisetum.",
CAN 477913,Valeriana capitata,Valeriana capitata,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Dipsacales; Valerianaceae; Valeriana,1,,71,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-19,,,"",Ogilvie Mountains  South Tatonduk valley,760 m,64.933333,-139.916667,"Moderately steep W-facing slope above scattered spruce, willow shrub with grassy clearings.",
CAN 477914,Gentianella propinqua subsp. propinqua,Gentianella propinqua subsp. propinqua,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Gentianales; Gentianaceae; Gentianella; Gentianella propinqua,1,,72,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-19,,,"",Ogilvie Mountains  South Tatonduk valley,760 m,64.933333,-139.916667,"Moderately steep W-facing slope above scattered spruce, willow shrub with grassy clearings.",
CAN 477915,Mertensia paniculata,Mertensia paniculata,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Lamiales; Boraginaceae; Mertensia,1,,73,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-08-19,,,"",Ogilvie Mountains  South Tatonduk valley,760 m,64.933333,-139.916667,"Moderately steep, W-facing slope above spruce, willow shrub with grassy clearings.",
CAN 477916,Minuartia arctica,Minuartia arctica,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Magnoliopsida; Caryophyllidae; Caryophyllales; Caryophyllaceae; Minuartia,1,,52,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-09-03,,,"",Ogilvie Mountains  Blackfly,820 m,65.866667,-140.45,"Intermittent creek in deep, narrow, shaded ravine, unstable shale and stable grassy banks.",
CAN 477917,Carex podocarpa,Carex podocarpa,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Cyperales; Cyperaceae; Carex,1,,5,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-07-15,,,"",Ogilvie Mountains  Mallard,940 m,65.816667,-140.2,"Open shrub tundra, very gentle SW-facing slope, clearings of moss, sedges; rocky.",
CAN 477918,Carex scirpoidea,Carex scirpoidea,"Cody, W.J.",1983,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Cyperales; Cyperaceae; Carex,1,,31,"Dickinson, D.M.","North America: Canada, Yukon Territory",1983-07-26,,,"",Ogilvie Mountains  Eagle Pass,1520 m,64.766667,-140.116667,"Steep, NW-facing slope, alpine tundra, dry, gravelly areas and Dryas mat.",
CAN 482320,Salix fuscescens,Salix fuscescens,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5915,"Dickson, H. Loney; Allen, D.L.","North America: Canada, Yukon Territory, Stokes Pt.",1983-08-11,dry,,"",(Ivvavik National Park). Beaufort Sea Coast  4 km S of Stokes Point Lagoon's SE end  edge of lake SW of old Dew Line. Tr. 7A between pace 5129 and 5930.,"",69.266667,-138.833333,"On moist ridge of left centre polygon area, in patches with Carex aquatilis ssp. aquatilis, Eriophorum russeolum and moss. Drier areas with Ledum and Betula. Low center polygon area dominated by Carex spp.",
CAN 482321,Salix planifolia subsp. pulchra,Salix pulchra,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5930,"Dickson, H. Loney","North America: Canada, Yukon Territory",1983-06-25,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea Coast  2 km SW of centre spit of Stokes Point Lagoon  ca 1 km W of Old Dew Line site runway. Tr. pace 6186-7079,"",69.333333,-138.783333,Subdominant in sloping upland dominated by Eriophorum vaginatum ssp. vaginatum.,
CAN 482322,Salix fuscescens,Salix fuscescens,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5934,"Dickson, H. Loney","North America: Canada, Yukon Territory, Stokes Pt.",1983-08-12,dry,,"",(Ivvavik National Park). Stokes Point: .5 km S of centre spit of Stokes Point Lagoon  1.5 km WNW of Old Dew Line Site. Tr. 4 pace 2150-4600,"",69.35,-138.766667,"On ridges of low centre polygon habitat, dominated by Ledum, Betula. Also in lowland areas.",
CAN 482323,Salix planifolia subsp. pulchra,Salix pulchra,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5934,"Dickson, H. Loney","North America: Canada, Yukon Territory",1983-08-12,,,"",(Ivvavik National Park). Stokes Point  .5 km S of centre spit of Stokes Point Lagoon 1.5 km WNW of Old Dew Line Site. Tr. 4 pace 2150-4600,"",69.35,-138.766667,"On ridges and lowland areas of low centre polygon habitat, dominated by Ledum, Betul",
CAN 482324,Salix planifolia subsp. pulchra,Salix pulchra,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5959,"Dickson, H. Loney; Allen, D.L.","North America: Canada, Yukon Territory",1983-08-13,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea coast  3 km S of Old Dew Line site  1.5 km inland from coast. Transect 2 pace 1548 - 2535,"",69.3,-138.733333,"In higher wet areas of wet sedge habitat with Betula, moss, Carex.",
CAN 482325,Salix planifolia subsp. pulchra,Salix pulchra,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5962,"Dickson, H. Loney; Allen, D.L.","North America: Canada, Yukon Territory",1983-08-13,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea Coast  3.5 km S of old Dew Line site  1.5 km inland from coast. Tr. 2 pace 2935-3460,"",69.283333,-138.733333,Subdominant on small moist hummock in slightly patterned L. centre polygon.,
CAN 482326,Salix fuscescens,Salix fuscescens,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5963,"Dickson, H. Loney; Allen, D.L.","North America: Canada, Yukon Territory, Stokes Pt.",1983-08-13,dry,,"",(Ivvavik National Park). Beaufort Sea Coast  3.5 km S of old Dew Line Site  1.5 km inland from coast. Tr. 2 pace 2935-3460,"",69.283333,-138.733333,"In wet, lowest areas on small moist hummock. With moss, Betula, Carex, and Ledum.",
CAN 482327,Salix arctica,Salix arctica,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5965,"Dickson, H. Loney; Allen, D.L.","North America: Canada, Yukon Territory",1983-08-13,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea coast  3 km S of Old DEW Line Site  1.5 km inland of coast,"",69.3,-138.733333,"Base of moist slope with moss and Dryas, Salix.",
CAN 482328,Salix arctica,Salix arctica,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5966,"Dickson, H. Loney; Allen, D.L.","North America: Canada, Yukon Territory",1983-08-13,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea coast  3 km S of old DEW Line site  ca. 1.5 km inland of coast,"",69.3,-138.733333,"Base of moist slope with moss and Dryas, Salix.",
CAN 482329,Salix reticulata,Salix reticulata,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5967,"Dickson, H. Loney; Allen, D.L.","North America: Canada, Yukon Territory",1983-08-13,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea coast  3 km S of old DEW Line site  ca 1.5 km inland of coast,"",69.3,-138.733333,"Base of moist slope with moss, Dryas, Salix.",
CAN 482330,Salix reticulata,Salix reticulata,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5973,"Dickson, H. Loney","North America: Canada, Yukon Territory",1983-08-14,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea coast  slope on NW end of Old DEW Line site,"",69.333333,-138.733333,"N-facing disturbed slope with Dryas, moss, Lupine, gramineae, Petasites arcticus, Saxifraga hieracifolia.",
CAN 482331,Salix arctica,Salix arctica,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5974,"Dickson, H. Loney","North America: Canada, Yukon Territory",1983-08-14,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea coast  slope on NW end of Old Dew Line site,"",69.333333,-138.733333,"N-facing disturbed slope with Dryas, moss, Lupine, gramineae, Petasites arcticus, Saxifraga hieracifolia.",
CAN 482332,Salix arctica,Salix arctica,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5980,"Dickson, H. Loney","North America: Canada, Yukon Territory",1983-07-02,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea coast  slope on NW end of Old DEW Line site,"",69.333333,-138.733333,Old creek runoff channel on disturbed slope.,
CAN 482333,Salix arctica,Salix arctica,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5981,"Dickson, H. Loney","North America: Canada, Yukon Territory",1983-08-14,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea coast  slope on NW end of Old DEW Line Site,"",69.333333,-138.733333,Old creek runoff channel on disturbed slope.,
CAN 482334,Salix arctica,Salix arctica,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5983,"Dickson, H. Loney","North America: Canada, Yukon Territory",1983-08-14,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea coast  at Runway along coast of Point  SE of Stokes Point Lagoon,"",69.35,-138.733333,On gravel of runway.,
CAN 482335,Salix planifolia subsp. pulchra,Salix pulchra,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5989,"Dickson, H. Loney","North America: Canada, Yukon Territory",1983-08-15,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea coast  SE of Stokes Point  along base of slope to gravel flats and along creek,"",69.333333,-138.716667,Moist wet soil at mouth of creek.,
CAN 482336,Salix polaris,Salix polaris,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,5995,"Dickson, H. Loney","North America: Canada, Yukon Territory, Ivvavik National Park",1983-08-15,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea coast  SE of Stokes Point along base of slope to gravel flats and along creek,"",69.333333,-138.716667,East facing slope of creek. Dry - moist soil.,
CAN 482337,Salix polaris,Salix polaris,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,6000,"Dickson, H. Loney","North America: Canada, Yukon Territory",1983-08-15,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea coast  SE of Stokes Point along base of slope to gravel floats and along,"",69.333333,-138.716667,East facing slope of creek. Soil dry - moist.,
CAN 482338,Salix planifolia subsp. pulchra,Salix pulchra,"Argus, G.W.",1984-01-10,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,6009,"Dickson, H. Loney; Allen, D.L.","North America: Canada, Yukon Territory",1983-08-16,,,"",(Ivvavik National Park). Stokes Point  Beaufort Sea coast ca. 6 km SSW of Old DEW line site at Stokes Point Site 1 Transect 3 between pace 2206-1382,"",69.3,-138.783333,"Subdominant on ridges of low centre polygon with dominant Betula. Subdominants: Carex, Ledum, Luzula, moss.",
CAN 482534,Carex hassei,Carex hassei,,"",,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Cyperales; Cyperaceae; Carex,2,,1879,"Porsild, R.Thorbjorn","North America: Canada, Yukon Territory",1969-06-21,,,"",Twin Lakes,"",61.7,-135.933333,Sandy lakeshore.,
CAN 482535,Triglochin palustre,Triglochin palustris,,"",,Plantae; Magnoliophyta; Liliopsida; Alismatidae; Najadales; Juncaginaceae; Triglochin,4,,1880,"Porsild, R.Thorbjorn","North America: Canada, Yukon Territory",1969-06-21,,,"",Twin Lakes,"",61.7,-135.933333,Wet lakeshore.,
CAN 482536,Triglochin maritimum,xxTriglochin maritimum,,"",,Plantae; Anthophyta; xxLiliatae; xxAlismatidae; xxNajadales; xxJuncaginaceae; xxTriglochin,1,,1881,"Porsild, R.Thorbjorn","North America: Canada, Yukon Territory",1969-06-21,,,"",Twin Lakes,"",61.7,-135.933333,,
CAN 482537,Erigeron elatus,Erigeron elatus,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Erigeron,2,,1882,"Porsild, R.Thorbjorn","North America: Canada, Yukon Territory",1969-06-21,,,"",Twin Lakes,"",61.7,-135.933333,"Moist, turfy lakeshore.",
CAN 482538,Erigeron elatus,Erigeron elatus,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Erigeron,1,,1883,"Porsild, R.Thorbjorn","North America: Canada, Yukon Territory",1969-06-21,,,"",Twin Lakes,"",61.7,-135.933333,Turfy lakeshore.,
CAN 48283,Salix richardsonii,Salix richardsonii,unknown attributor,1918,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,209,"Johansen, Frits","North America: Canada, Yukon Territory",1914-08,dry,,"",Herschel Island.,"",69.583333,-139.0,,Natural Heritage Building/ Herbarium
CAN 48293,Salix richardsonii,Salix richardsonii,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,11073,"Porsild, A. Erling; Breitung, A.J.","North America: Canada, Yukon Territory",1944-08-13,dry,,"",Canol Rd.: Northeast shoulder of Mt. Sheldon and glacial cirque.     {NE  Sheldon Lake Quad.},1707 m,62.633333,-131.133333,"5 ft. shrub by alpine lake, 5600'.",Natural Heritage Building/ Herbarium
CAN 48294,Salix richardsonii,Salix richardsonii,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,11061,"Porsild, A. Erling; Breitung, A.J.","North America: Canada, Yukon Territory",1944-08-07,dry,Written in pencil on card:  86.,"",Canol Rd.:  South shoulder of Mt. Sheldon.    {South Tay River Quad.},1707 m,62.683333,-132.633333,"Grassy slopes and rocky ridges above timberline. By a small stream, 5600'.",Natural Heritage Building/ Herbarium
CAN 48295,Salix richardsonii,Salix richardsonii,unknown attributor,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,9.267,"Porsild, A. Erling; Breitung, A.J.","North America: Canada, Yukon Territory",1944-06-10,dry,Written on card:  stipe hairy.,"",Canol Rd.: Mile 132. Lower Lapie R. Crossing.,838 m,0.0,0.0,Bushes 6 ft. high in open spruce forest;  leaves strongly serrate.,Natural Heritage Building/ Herbarium
CAN 48296,Salix richardsonii,Salix richardsonii,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,9460,"Porsild, A. Erling; Breitung, A.J.","North America: Canada, Yukon Territory",1944-06-14,dry,Written on card:  stipes hairy.,"",Canol Rd.: Mile 132. Lower Lapie R. Crossing.    {Quiet Lake Quad.},1219 m,61.916667,-132.633333,"Open spruce-covered north slope of mountain.  Dry, shaly slopes of mountain west of road.",Natural Heritage Building/ Herbarium
CAN 48297,Salix richardsonii,Salix richardsonii,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,9292,"Porsild, A. Erling; Breitung, A.J.","North America: Canada, Yukon Territory",1944-06-10,dry,,"","Canol Rd.: Rose-Lapie R. Pass.  Mile 105, near Lapie Lake.    {Quiet Lake Quad.}",1097 m,61.666667,-133.033333,Bushes 4-6 ft. high on wet river flat.,Natural Heritage Building/ Herbarium
CAN 48298,Salix richardsonii,Salix richardsonii,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,"","Porsild, A. Erling; Breitung, A.J.","North America: Canada, Yukon Territory, Canol Road (YT)",1944-06-10,,"Typed on label: ""bushes 4-6 ft. high""
Handwritten by George Argus (unattributed, but it is his handwriting): ""bract hair yellowish""","","Rose-Lapie R. Pass. Mile 105, near Lapie Lake.",1097 m,0.0,0.0,on wet river flat,
CAN 48299,Salix barclayi,Salix barclayi,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,10561,"Porsild, A. Erling","North America: Canada, Yukon Territory",1944-07-15,,,"",Rose River  Quiet Lake Quad.,"",61.75,-133.083333,,
CAN 48300,Salix richardsonii,Salix richardsonii,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,10166,"Porsild, A. Erling; Breitung, A.J.","North America: Canada, Yukon Territory",1944-07-06,dry,Written in pencil on card:  85.,"",Canol Rd.:  East side of Rose R. valley; granite mountain opposite mile 85-90.     {Quiet Lake Quad.},1676 m,61.416667,-133.0,Granite mountain. Elev. 5500'.,Natural Heritage Building/ Herbarium
CAN 48301,Salix richardsonii,Salix richardsonii,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,10274,"Porsild, A. Erling; Breitung, A.J.","North America: Canada, Yukon Territory",1944-07-03,dry,,"",East slope of Rose R. valley near pump station No.10 at mile 77.   	      {Quiet Lake Quad.},914 m,61.333333,-133.0,Pine and spruce bogs.  6 ft. bushes by a small stream.,Natural Heritage Building/ Herbarium
CAN 48302,Salix barclayi,Salix barclayi,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,10273,"Porsild, A. Erling","North America: Canada, Yukon Territory",1944-07-03,,,"","Canol Rd Mi 77, Quiet Lake Quad.","",61.666667,-132.5,,
CAN 48307,Salix richardsonii,Salix richardsonii,"Ball, Carleton R.","",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,9315,"Anderson, J.P.","North America: Canada, Yukon Territory",1944-07-21,dry,,"",Alaska Highway at White River.,"",0.0,0.0,,Natural Heritage Building/ Herbarium
CAN 485928,Saxifraga hyperborea R. Br.,Saxifraga hyperborea,"Gillespie, Lynn J.",2014,,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Saxifraga,1,,738,"Cooper, P.F","North America: Canada, Yukon Territory",1979-07-08,dry,,"","[Near Ivvavik National Park]. Herschel Island, Boot Eating Creek. Hills E. of Pauline Cove. UTM 7719700N 582650E","",69.575,-138.876667,W. side - steep bank.,Natural Heritage Building/ Herbarium
CAN 485929,Silene acaulis,Silene acaulis,"Gillett, J.M.",1982,,Plantae; Magnoliophyta; Magnoliopsida; Caryophyllidae; Caryophyllales; Caryophyllaceae; Silene,1,,739,"Cooper, P.F","North America: Canada, Yukon Territory",1979-07-08,,,"",Clarence Lagoon  UTM 7723200N 500900E Ivvavik National Park,"",69.618333,-140.771667,,
CAN 485930,Micranthes hieraciifolia,Micranthes hieraciifolia,"Gillett, J.M.",1982,,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Saxifraga,1,,740,"Cooper, P.F","North America: Canada, Yukon Territory",1979-07-08,,,"",Clarence Lagoon  UTM 7723200N 500900E Ivvavik National Park,"",69.618333,-140.771667,,
CAN 485931,Caltha palustris var. flabellifolia,Caltha palustris var. flabellifolia,"Gillett, J.M.",1982,,Plantae; Magnoliophyta; Magnoliopsida; Magnoliidae; Ranunculales; Ranunculaceae; Caltha; Caltha palustris,2,,741,"Cooper, P.F","North America: Canada, Yukon Territory",1979-07-08,,,"",Clarence Lagoon  UTM 7723200N 500900E Ivvavik National Park,"",69.618333,-140.771667,,
